kshkod,telnevclear,user_citycode,rrrdi_plain,residential_area_plain,ethnic_fractionalization,religious_fractionalization,fidesz_cv_14,gini_2016,gini_2011,population,income_pc_2011,income_pc_2016,fragmentation,user,popdensity_residental,sw,jaras_cv,stdist_new,fragm_relstdev_x_clc_new,gini_delta,gini_change,user_rate,county,county_id,km_to_any_border,pct_at_least_hs,pct_over60,pct_unemployed,foreign_2011,foreign_2015,foreign_delta,foreign_change,diversity,radii,d500l,d500div,d1kl,d1kdiv,diversity_com,radii_com,d500l_com,d500div_com,d1kl_com,d1kdiv_com,rrrdi_plain_scaled,stdist_new_scaled,diversity_scaled,radii_scaled,d500div_scaled,log_d500l,log_d500div,diversity_com_scaled,radii_com_scaled,log_d500l_com,log_d500div_com,z_rrrdi_plain,z_fragm_relstdev_x_clc_new,z_stdist_new,z_fragmentation,z_gini_2011,z_gini_2016,z_sw,z_ethnic_fractionalization,z_religious_fractionalization,z_fidesz_cv_14,z_jaras_cv,z_income_pc_2011,z_income_pc_2016,z_population,z_popdensity_residental,z_user,z_residential_area_plain,z_user_rate,z_km_to_any_border,z_pct_at_least_hs,z_pct_over60,z_pct_unemployed,z_foreign_2011,z_foreign_2015,z_foreign_delta,z_diversity,z_radii,z_d500l,z_d500div,z_d1kl,z_d1kdiv,z_rrrdi_plain_scaled,z_stdist_new_scaled,z_diversity_scaled,z_d500div_scaled,z_diversity_com_scaled,z_radii_com_scaled,z_d500l_com,z_d500div_com,ps0,ps1,ps2
2104,Karancslapujto,38357,.4934299,12200000,.1160652,.61015248,.051456001,.49372739,.51273203,2778,556585.31,814262,.2595453,597,.0002127,.37864399,.065965198,532.32678,0,.96293455,-.037769832,.2149028,Nograd,13,13.16,21.200001,.27204502,.073170729,0,0,0,0,.25993019,2.5816946,4,.34657359,3,.25993019,,,,,,,.030240333,32.624168,.015930075,.15822168,.0212401,1.3862944,.29756328,,,,,.1048705916350485,-.4435302960147073,-.9348740574661993,-.6061741471204308,1.061037321310093,.2802638433955368,1.423639506234933,-.1137390573713574,-.7352460850818752,-.8695255690805015,-.1159137341742438,-.6647440253395287,-.7653921477399249,-.4503403456394308,-1.300230523880853,-.4051851215780011,-.186315068410534,-1.37358299601192,-1.413506339015727,-.7312269950285855,.4766981782272546,.2908182967391925,-.1083177117944912,-.2711410514949595,-.0725878240666648,2.461716468588163,.2769520978724798,-.5774418708162451,4.889205996775453,-.4739545345918336,5.61100791802199,.1203845275799499,-.9943106321911198,2.346979344607495,4.736979181214105,,,,,-.61795908,-2.9015448,-1.8134363
2117,Balatonfured,2944,.52531809,12600000,.082213201,.72817332,.0529637,.54626578,.51995611,13764,744238.69,1048098,.27780929,5722,.0010729,.1513346,.040631998,979.04901,1.637112,1.0505998,.049361251,.41572216,Veszprem,19,131.67,33.799999,.25503919,.035274357,195501,156033,-.20188029,-.22549668,.0072515137,2.1200137,19,.0018856023,2,.000036140009,.019262936,2.1638558,7,.012102056,1,0,.032131106,59.883575,.00044353915,.12967074,.00011533294,2.9444389,.0018838267,.0011782183,.13235234,1.9459101,.012029412,.2230879727572504,.0375520459893758,-.3594372585861311,-.289351119125491,1.260915186631578,1.80617718042664,-1.156658167188858,-.5019675874204993,.6177129666931526,-.8426886330117608,-1.189567009958166,.2584286872094187,.2263911580600565,.0682932697547271,.8378282552783002,.0609033114501672,-.1602061325221057,.8904162128910453,1.993366477394648,.3361956666133941,.1793637851365273,-.9231053676146167,-.105852974006658,-.2600297771866052,-.0726280059438375,-1.144732385243359,-.0669262539173988,.4631855290926346,-.84961220946535,-.6563633994103343,-.6516215779361355,.238363138774613,-.376594142104382,-1.131625394362453,-.8447380020594832,-1.274928148821648,-.163079785676827,.2726712480280524,-.9666871924200104,-.097744077,.3373569,.53887486
2124,Sukosd,17743,.3805311,6041755,.1461487,.46976051,.020157799,.4912374,.48115191,3878,440767.09,690392,.2255801,1134,.0006112,.3301011,.050310999,846.92462,0,1.0209612,.020744503,.29241878,Baranya,3,57.43,48.400002,.34891304,.043478262,62400,242450,2.8853705,1.3572184,.086721532,2.3590882,5,.057351381,2,.015698757,.1137588,2.538295,4,.16482028,1,0,.024370829,54.24065,.0055540153,.15108603,.0036730259,1.6094379,.055767085,.0072855968,.16256319,1.3862944,.15256681,-.313673119168872,-.4435302960147073,-.5296307947412681,-1.195363817170847,.1872700786471108,.2079453065624232,.8726059663582473,.2312708174645287,-2.344661898838977,-1.426631172256823,-.7793586239154903,-1.234519118199035,-1.290769754650083,-.3984108920681971,-.3097441340188413,-.3563481482050984,-.5882781281361188,-.499682656864644,-.1408520205773006,1.57305084045472,1.820678856692241,-.660312021267119,-.1075310169031055,-.2538759315776311,-.0720135252972761,-.0104674880158561,.1111459517061727,-.5080667108223198,.0738548932845898,-.6563633994103343,-.2742017562623628,-.2458550764829384,-.5044666222865871,.0162960289726958,.0952977131279121,-.3002306539847639,.1580741751302451,-.2279361213984501,.5607806348101682,-.53055757,-.50720048,-.45297468
2130,Sarvar,6742,.45070669,11000000,.069998801,.54811579,.1018727,.46173289,.44672689,15201,881068.19,1279186,.34064931,7359,.0013377999,.15594541,.051553998,1601.166,3.850832,1.033591,.033039179,.48411289,Vas,18,39.25,15.3,.2451923,.0625,6352830,5183251,-.18410359,-.20346789,.015748616,1.4786279,10,.0030463412,6,.0010586197,.038839679,1.4807916,4,.0085166814,2,.0017660371,.027798397,98.755684,.00097133301,.091197863,.00018789027,2.3025851,.0030417105,.0023955286,.091331311,1.3862944,.0084806187,-.0535148898740085,.688076610517765,.4419310062881831,.8007259986968996,-.7652106175873384,-.6489769878067007,-1.10431869382797,-.6420473186010755,-1.446418033806992,.0278877938643886,-.7266787432414167,.9315701144377655,1.206519198954983,.1361320195564207,1.496246753687426,.2097787777657011,-.2646418760758188,1.661440248058704,-.6634825979062498,-1.231052001151146,.0071983440631504,-.0509941146805915,-.0282257421335662,.0979637126898713,-.0726244677029988,-1.023454380516518,-.5446559905975381,-.1611909108526932,-.8302867027468625,.0732720598636683,-.6269830323348609,-.0319849718005534,.5042739692810391,-1.013071689245513,-.8255664547905144,-1.08065341822395,-.5991504042769507,-.2279361213984501,-1.002547645521462,.33395875,.70166296,.83912063
2131,Csurgo,12545,.47279829,7124863,.1029227,.65308231,.1256416,.48197979,.45444199,5451,560008.81,832770,.235623,2109,.00072790001,.26811689,.0789809,1051.047,2.079865,1.0605969,.058831904,.3869015,Somogy,15,7.1500001,32.599998,.18812557,.091674246,14510,38250,1.6360003,.96926272,.16588852,.94405395,4,.057144936,2,.026178299,.21072519,.96649826,3,.1137588,2,.058588047,.029963575,66.610069,.010513179,.059829388,.0036215584,1.3862944,.055571817,.013354702,.061251793,1.0986123,.1077406,.0283841150903704,.1676595932176631,-.2666944134631724,-1.02115090728953,-.5517469943902897,-.0609307720805141,.1689935228513939,-.2644625783260328,-.2431100921364046,.4509724357994812,.435708314197655,-.6479018993643826,-.6868930055045717,-.3241517734613328,-.0196819531680973,-.2676776658241298,-.5175811348055094,.5654975378652605,-1.586279143604939,.2345362885602879,-.9905714259499311,.8835361650838129,-.1081347800176642,-.2684172286991756,-.0722621976185868,1.119472269295902,-.942828019821273,-.5774418708162451,.0704177356500603,-.6563633994103343,-.0216777573057878,.1031156883342624,-.2241672695755793,1.130229471846748,.0816986648282243,.6683586576617182,-.918908218105769,-.3948052445406176,.0500703473033124,-.085596398,-.1149354,-.69540364
2135,Szikszo,16546,.48486161,5757332,.1563222,.72897321,.072656102,.46548149,.44841179,5852,612419.88,958106,.31075931,1736,.00092889997,.25094411,.072896898,704.27399,0,1.038067,.037360314,.29665071,Borsod-Abauj-Zemplen,5,36.27,30.6,.33333334,.074074075,3000,3500,.16661114,.15410309,.10955428,.7107442,4,.024914449,1,0,.2664358,.75754756,5,.32188758,1,0,.031148791,45.244423,.0070380569,.045660086,.00160057,1.3862944,.024609145,.017116539,.048666857,1.6094379,.27906069,.0731058368783148,-.4435302960147073,-.7133835146602565,.282228253218811,-.7185922388999809,-.5401036161736342,-.0259429618553268,.3479446697697194,.6268827399854,-.4921653715137443,.1778605348937682,-.3900623441967902,-.155297560766608,-.3052211272049104,.4799108376575831,-.3015998093401311,-.6068430828166049,-.451972686290232,-.7491503017046693,.0651042611103227,1.548279302509598,.3197549095628058,-.1082798899247131,-.2708918128077636,-.0725546620966388,.3154213037806569,-1.116606429816845,-.5774418708162451,-.4661977312064868,-.8387722642288349,-.6524924385143992,.1770696437850537,-.7083271802558512,.3496432677163395,-.4522994331948791,1.268723174341995,-1.052691334153335,-.0610669982562826,2.131747309291127,-.3756558,-.099411145,-.51012146
2145,Szada,14145,.55765277,50600000,.055546999,.77334428,.084154002,.56562442,.54717928,4509,1052615,1454052,.35215181,1534,.000092000002,.2332516,.0810415,771.21368,0,1.0337095,.033153813,.34020847,Pest,14,52.91,43.299999,.24042198,.062742919,7132850,7169190,.0050947368,.0050818026,.14086473,1.6280272,10,.12261352,3,.039876983,.21098404,1.7351956,4,.2664358,3,.1900541,.031435721,43.474468,.0079407552,.09177433,.0069119073,2.3025851,.11565947,.011893486,.097815573,1.3862944,.2362065,.342960633652135,-.4435302960147073,-.6271564083924033,1.000258364321954,2.01413315321917,2.368425024036597,-.2267790676406934,-.8077864894837576,1.135540723855352,-.2875036293024662,.5230391515234031,1.775505568435066,1.948189341927064,-.3686222691559712,-1.600234819051741,-.319970514407778,2.32014277687858,.0390892415467773,-.2707909869752058,1.140998564520582,-.0762072409000105,-.0432127684436244,-.0183918038454466,.2393845210359187,-.0725868100197373,.7623111015836454,-.4333774439582667,-.1611909108526932,1.160424668112136,-.4739545345918336,.308417455224783,.1949731796724882,-.7484355432757011,.5524084848975409,.9510950856873794,.4351581424731414,-.5302199885279684,-.2279361213984501,1.57712581956814,-.391357,-.81405854,-.63516295
2152,Harkany,14343,.2273391,7260833,.2494331,.69509232,.099542499,.51494831,.50148243,4139,555797.63,741067,.30761489,1977,.00055990001,.2434265,.095296197,972.47351,0,1.0268521,.02649794,.4776516,Bacs-Kiskun,2,24.780001,23.9,.30612245,.037414964,180680,207085,.14614154,.13640112,.038213488,.39999673,2,.0010978418,1,0,.041668698,.40652421,1,0,1,0,.014390368,61.556728,.0024188806,.025319446,.000069492431,.69314718,.0010972396,.0026375924,.025732629,0,0,-.8815936761551159,-.4435302960147073,-.3679073653019933,.227682548055753,.7497803191056294,.8965995473241968,-.1112789052848422,1.415778583043286,.2384813448145828,-.0135895687727084,1.127171356829323,-.6686191040905285,-1.075838696038859,-.386089448993568,-.4372521290483185,-.2796822849772456,-.5087060547736354,1.588596866577117,-1.079459713865645,-.5024936367837871,1.072516969412996,-.8545358935017027,-.106039826650652,-.2563943104841122,-.0725587363259145,-.7028162886520495,-1.348063550625965,-.7161921908040957,-.8627278802489475,-.8387722642288349,-.6524924385143992,-.8686061486391642,-.3386793719963235,-.687921775671867,-.8568502667672274,-1.042021629638755,-1.29649174291925,-.7285434908249525,-1.087730383880574,-.85367978,-.31154996,-.33124053
2154,Mucsony,70558,0,4449113,.24782079,.76955932,.2310227,.50013202,.4923242,3304,511395,801817,.41690239,545,.0006956,.40150729,.1097117,881.58539,0,1.0158591,.015734686,.16495158,Borsod-Abauj-Zemplen,5,28.52,26.700001,.21338913,.062761508,500,1500,1.996008,1.0972807,.13328144,1.1246797,3,.075689346,2,.033024848,.21217139,1.1772811,3,.36620408,2,.21217139,0,57.589039,.0087065306,.073469028,.0049443613,1.0986123,.07296171,.013859969,.076905183,1.0986123,.31203616,-1.72439585671384,-.4435302960147073,-.4849831831272109,2.123477830821645,.4963881238274659,.4662787187945009,1.683171750331457,1.397288002816459,1.092151023867945,2.326748012986189,1.738118720240459,-.8870606416623611,-.8181759074718771,-.4255086251135499,-.0999648237959201,-.4099142139716528,-.6922335978141643,-1.936723601858493,-.9719438609075383,-.2652884751875818,-.5488566923039936,-.0426173059586154,-.1083114081495282,-.2710342349147327,-.0721905423439123,.6540758172504972,-.8082907623902024,-.6468170308101704,.3791694120320772,-.6563633994103343,.1433025455644409,-1.766522331373092,-.4285898838623271,.7244178796463009,.431217848250169,.7489959058821724,-.7525061505522604,-.3948052445406176,2.574995176862581,-1.5521787,-1.5601623,-1.6884234
2155,Mindszent,14753,.45533541,7866116,.065115802,.63460273,.075645,.4622491,.4533875,7241,478627.59,751384,.27561361,2520,.00084980001,.28416809,.0598513,958.5459,0,1.0195453,.019356759,.34801823,Csongrad,6,54.27,31.299999,.24313186,.067765571,500,0,-.99800402,-6.21662,.066943437,3.6557384,10,.032227617,7,.023457726,.10043968,3.7276547,3,.04865808,2,.016328668,.02867699,60.369152,.0042160926,.23023814,.002029693,2.3025851,.0317192,.0063256836,.23476742,1.0986123,.047511328,-.0363550899397907,-.4435302960147073,-.3858479559426751,-.32743938484584,-.5809230608451993,-.6339844159756251,.3511984094347271,-.6980475446729729,-.4549550871017731,-.4389632278878091,-.3750285209329414,-1.048261980625787,-1.032080556291607,-.2396483899226889,.2833049726819016,-.230299647097383,-.4691978171702466,.1271349683704802,-.2316942932334898,.1244054303220288,-.0288269826162281,.1176764217594321,-.1083114081495282,-.2711410514949595,-.072786464928041,-.2927575837973259,1.076942748251922,-.1611909108526932,-.3444385137466294,.2556809246821689,-.0872349894539574,.0228366164877272,-.3655906492239107,-.2842297976860925,-.3389139051915806,-.4534265028538945,.9256352715529542,-.3948052445406176,-.6010585986540137,-.24236371,-.040623926,-.047508832
2165,Nagybajom,64758,.65469998,10800000,.1559485,.59563881,.0279765,.4648445,.45978919,3336,448486.5,776279,.1696036,784,.0003166,.43077889,.068907604,977.91333,0,1.0109948,.010934789,.23501199,Somogy,15,41.68,26.4,.22761194,.1641791,2396483,2424600,.011732605,.011664312,.02036619,3.6509769,25,.042264864,11,.026972707,.22161022,5.7745533,2,.075093538,1,0,.040425915,60.383446,.0012575559,.22543773,.0026097386,3.2188759,.0413961,.013683818,.3565627,.69314718,.07240767,.7027385979888277,-.4435302960147073,-.3609001648048575,-2.166380402549465,-.4037994434343847,-.5586043511379786,2.015447719508431,.3436590249367402,-.9016269067576556,-1.287458894557381,.0087891655332303,-1.19654300821924,-.9264918300138293,-.4239979501005686,-1.041983275233444,-.3881785777777538,-.2776963440200329,-1.146875799392125,-.5936260279895826,-.2907034004924218,-.3001812671846428,3.206063483211442,-.0781045558106348,-.0984827312163273,-.0725854888307587,-.9575483714724778,1.073396224719651,.8794364890561864,-.1773252455425143,.9853163839561715,-.0025350020709155,.7559345986330353,-.3652667450372586,-.9487799498205984,-.1856506480658444,.720883466794614,2.220369903358622,-.5616743676827851,-.336654597741893,.2762439,.33214232,.74802303
2171,Sulysap,7943,.68244523,15500000,.077118397,.65579551,.092280202,.46781519,.43845531,8224,720354.5,1009579,.38692069,2891,.00053359999,.2190993,.052717,1654.527,0,1.0669621,.064815477,.3515321,Pest,14,90.620003,36.799999,.2590515,.056093831,8900,5111,-.42568251,-.55457294,.053877678,3.6726754,13,.055768941,6,.034049772,.10889,4.216238,6,.14978661,4,.10889,.041219544,99.933075,.0032542001,.2218288,.0033684319,2.5649493,.054269355,.0065769325,.25465986,1.7917595,.13957636,.805597077607911,-.4435302960147073,.5106669211708089,1.603389347730777,-.994070773380438,-.4723241386720927,-.3874286353148269,-.5603968810279246,-.2120066584357261,-.142857901730544,-.6773892324221228,.1409289078347996,.063018105338878,-.1932423418676682,-.5026218101112653,-.1965593917503683,.0290836526689992,.1667496992898226,.813279434115965,.5903439501630324,.2495161746844018,-.2562011074878692,-.1082055069141493,-.2707770918006,-.0726725511216684,-.4792434081933571,1.089558114793858,.0469345691290827,.047508354650807,.0732720598636683,.1679999965392448,.8054546510646428,.5309544420841905,-.5002912807286675,.0148160117754379,-.4133288216468272,1.137100195557228,.1058021248858849,.4104157525266112,.94498396,.81125343,1.0630168
2174,Tarcal,20343,.60508323,4219006,.1747974,.72244012,.0136761,.5055905,.51194161,3019,540683.63,803859,.2311641,911,.00066939997,.34725571,.1394545,779.76691,0,.98759407,-.012483528,.30175555,Borsod-Abauj-Zemplen,5,49.619999,26.9,.29189688,.091160223,1208960,1214680,.0047313352,.0047201775,.087477528,1.0414467,5,.033970751,2,.0067177657,.2664358,1.05168,3,.21098404,2,.10008048,.039664298,51.115128,.00573431,.068268709,.002226844,1.6094379,.033406489,.017465347,.068939522,1.0986123,.19143328,.5187970419276764,-.4435302960147073,-.6161387362331386,-1.098498908158423,1.039167846293359,.6248134157688366,1.06733608780687,.5598258702709273,.5519891974188299,-1.542004915638957,2.998656463962991,-.7429733882991914,-.8095150446858067,-.4389630744479151,-.1650859492881643,-.3766286790471046,-.7072532200903606,-.3944216943205768,-.3653704726205005,-.2483453532341488,.8237933451713543,.8670706130584601,-.0930760025654906,-.1846424090483502,-.0725868823505156,.0003227343736578,-.8702860217398456,-.5080667108223198,-.315416528377674,-.6563633994103343,-.4906154078910645,.7084119636130857,-.5752930659959358,.0567940541712831,-.2868214498708688,1.324390678896628,-.8371844547531613,-.3948052445406176,1.022504478884627,.094129272,.22493055,.041462734
2176,Megyaszo,69570,0,5311445,.1933517,.64722931,.1099553,.45754299,.4324111,2829,398246.41,700704,.1421821,473,.0005125,.42781669,.096886702,580.26062,0,1.0581204,.056494098,.16719688,Borsod-Abauj-Zemplen,5,38.709999,25.4,.21529175,.072434604,0,300,300,5.7071104,.078621529,2.7382152,3,.036595013,2,.028090892,0,3.6372178,1,0,1,0,0,37.471527,.0050771474,.1768259,.0023631984,1.0986123,.035941318,0,.23488083,0,0,-1.72439585671384,-.4435302960147073,-.8731289898537789,-2.642057476682446,-1.161303569856718,-.7706677489481422,1.981822348953239,.7726141687374217,-.3102072775297599,.1717575631790554,1.194578995311137,-1.44370234455359,-1.247032821716705,-.4479327073374918,-.5550666014976751,-.4164621880551704,-.6359471705578139,-1.911410438597393,-.6790063044795587,-.375419495008968,-.5155907002418338,.2672382209951552,-.1083177117944912,-.2711196881789141,-.0128763827670337,-.1260777428141515,.3935348912387756,-.6468170308101704,-.2717243669496622,-.6563633994103343,.0244097404591347,-1.766522331373092,-.8844662250910723,-.0908186222825771,-.2507930245385585,-1.462964047852303,.9268408962474928,-.7285434908249525,-1.087730383880574,-1.874532,-1.4986844,-1.5105476
2188,Szeghalom,11742,.42495611,12300000,.088624999,.66747558,.1027498,.4387216,.46588761,9632,650996.88,961884,.25019729,3415,.00074290001,.2370587,.035557199,998.11951,0,.94168979,-.06007937,.35454735,Bekes,4,51.349998,30.9,.2647059,0,177156,256735,.44920042,.37101197,.034496445,4.4083848,23,.022928152,15,.016641395,.06347318,4.6463895,9,.045326825,3,.011681344,.026030827,61.140141,.0021130911,.27003706,.0014044716,3.1354942,.022669252,.0038880706,.28461611,2.1972246,.044329587,-.1489786374689524,-.4435302960147073,-.3348719599916629,-.7683327089623675,-.2350667383895414,-1.317311926926854,-.1835628800902831,-.4284344632991427,-.0781095194956719,.0435001907057623,-1.40464345947352,-.2002803393061201,-.1392736922035453,-.126772641296489,.0176010930827338,-.1489046914758785,-.1797878344384269,.2007430533240912,-.3156372138548018,.0905190248320357,.348379087898433,-2.05303875013001,-.1060842547403514,-.2528586816786044,-.0724984160513166,-.7558691370236714,1.637543859329595,.7406861690683358,-.4992682090751709,1.714951843230174,-.2514871409550603,-.1422760945001212,-.348119532286562,-.756608593667006,-.5041137875441466,-.8424535217673209,1.455547639016923,.6064094943123873,-.6343773791366264,-.34676206,-.048554968,.12634762
2192,Kapolnasnyek,16946,.2210331,9012123,.037739001,.73581272,.070341103,.53104901,.52507859,3647,888354.5,1200174,.2857106,1188,.00040059999,.24461059,.051683899,940.33368,.8495149,1.0113705,.011306381,.32574719,Fejer,7,87.181999,29.4,.24110672,.059288539,306630,301580,-.016469307,-.016606433,.053880557,.72300708,3,.015186268,1,0,.34657359,.87609261,1,0,1,0,.013802421,58.719177,.0033645737,.045148209,.00094830716,1.0986123,.015072111,.021641804,.054707643,0,0,-.9049716027243939,-.1938915339180503,-.4093076820511041,-.1522881620730067,1.402645414549017,1.364224795966802,-.0978377220239777,-1.012015887998401,.7052890846753267,-.5333721898259736,-.7211733787617591,.9674155921708695,.87140064339524,-.4093160773181562,-.8331981872933336,-.3514371676424601,-.3943952589435216,-.1239444635344036,.7144452347304984,-.0365551169427835,-.0642350999944838,-.1538659271959624,-.1044519384844657,-.2496652219850899,-.0725911020869072,-.479202307344286,-1.107472546786966,-.6468170308101704,-.6281652642520673,-.8387722642288349,-.6524924385143992,-.9052922770062056,-.4029801879900695,-.4754990273279036,-.6246443819230073,1.990925700002973,-.9884752657884459,-.7285434908249525,-1.087730383880574,-.92508835,-.48940414,-.50795889
2194,Akaszto,20744,.50596333,6393178,.0341717,.50124401,.067728803,.47803241,.46303019,3482,480899.09,744849,.2741935,1024,.00050520001,.35689151,.0338821,999.92261,0,1.0324001,.031886317,.29408386,Baranya,3,72.550003,40.700001,.23582977,.037353653,15955,12700,-.20399849,-.2281542,.18243347,.28645289,1,0,1,0,.13460234,.28780425,2,.10008048,1,0,.032287132,63.80825,.011641662,.018279472,0,0,0,.0085894046,.018365705,.69314718,.095383346,.1513350969722052,-.4435302960147073,-.3325493300398376,-.3520738463299302,-.3141265149949812,-.1755775086528607,1.176716733809053,-1.052927151213297,-1.983743516818244,-.5798709347044757,-1.475636294875439,-1.03708719191466,-1.059797862024698,-.4171054953538412,-.5732110134816854,-.3663519974993615,-.565339926694321,-.4809107993578625,.293811105496011,.920736848044064,-.1564986414915714,-.8564998457217985,-.108116562483721,-.2702366711157058,-.0726284275464334,1.355616160807872,-1.432635532869443,-.7855673507980211,-.8810061914778647,-.8387722642288349,-.6524924385143992,.2480987181360088,-.2876583683244975,1.383710626013301,-.8752119883752675,-.0921514880867802,-1.374805212835301,-.5616743676827851,-.0867384260416115,-.027972898,.41301534,-.78785944
2199,Izsak,16752,.20679989,8236792,.042608202,.62674928,.030261399,.4655976,.46936491,6084,474582.59,731875,.2448424,1639,.00071679999,.30340329,.0338821,1899.908,2.1576569,.99197358,-.0080588059,.26939514,Baranya,3,78.620003,28.4,.21525149,.065981612,18100,12100,-.33147341,-.40267912,.093002319,2.3738542,5,.037281271,4,.025993668,.18243347,2.4859502,2,.058588047,2,.058588047,.012986581,119.31007,.005840342,.14907286,.0023411822,1.6094379,.036603127,.011456423,.15611224,.69314718,.056935988,-.9577375953019031,.1905195582169656,.8267497961685187,-.8612233588268419,-.1388557258159214,-.536731347837287,.5695462983220502,-.9561739084818646,-.5449849052249652,-1.246787860104203,-1.475636294875439,-1.068161615376617,-1.114825302664501,-.2942687333607956,-.0472714768388077,-.3104213855359813,-.445002927371799,-.759246735860483,.4683087618018453,-.1212712114593296,-.5162946679630807,.0605313548463789,-.1080895198468296,-.2702793977477965,-.0726537999169025,.0791773452596934,.1221442413223233,-.5080667108223198,-.2602986414357858,-.291545669773333,-.0261267832665758,-.9561982949116886,.9700500914459873,.0806110936200375,-.256610290274385,.3654057322123951,.0894978750039984,-.5616743676827851,-.5017403697151305,.009794699,.13650893,-.027485199
2200,Tortel,51763,.1785011,6707496,.083601698,.60535538,.090112902,.46223691,.43258879,4343,515962.91,828328,.2212083,929,.0006345,.33061001,.073706701,736.90369,0,1.0685365,.066289976,.21390744,Pest,14,133.13,23.5,.25073746,.05899705,500,3000,4.9900198,1.7900947,.1254881,.7290746,3,.069087461,1,0,.12275294,.72915691,5,.14708085,1,0,.011355945,46.880592,.0079833455,.04638252,.0043952297,1.0986123,.066805445,.0078093391,.046387758,1.6094379,.13722032,-1.062648215255909,-.4435302960147073,-.6713521834912232,-1.27120069485412,-1.156387431931608,-.6343384349051852,.8783827843833035,-.4860437287252516,-.7902387597545028,-.1814356657799411,.2121810433706241,-.8645885363592628,-.7057331389500784,-.3764588957858119,-.2518311200769735,-.3749916855262251,-.5448236554178735,-1.384804582682447,2.035338102200139,-.5363800422737802,.1041512693554716,-.1632031130881494,-.1083114081495282,-.2709274183345059,-.0715946198191017,.5428425636107187,-1.102953219894333,-.6468170308101704,.2692525631091748,-.8387722642288349,-.6524924385143992,-1.057945129328034,-.6712504808949482,.5619751732097295,.2861229035862223,-.2166448249954666,-1.076919107688233,-.0610669982562826,.3833531647942667,-1.222726,-1.2021992,-1.3282962
2210,Jaszarokszallas,11342,.1603062,9865923,.0789994,.57101363,.081210598,.45461339,.44654569,8124,729727.5,1103688,.36885071,2257,.00079119997,.2439954,.059096798,877.70618,0,1.0180669,.017905617,.2778188,Jasz-Nagykun-Szolnok,11,84.32,44.5,.27596366,.058452103,597094,596787,-.00051415601,-.00051428826,.22702132,1.1905392,3,.11055855,2,.058856245,0,1.215531,2,.34657359,1,0,.0099540642,54.500351,.014096678,.073925428,.0068650306,1.0986123,.10486309,0,.075477265,.69314718,.29756328,-1.130101197446431,-.4435302960147073,-.4899801160311498,1.289931838702101,-.7702240557934218,-.8557543376882009,-.104821088508062,-.5388247652867716,-1.183923365588186,-.3398959966305375,-.4070052629715835,.1870399774317162,.4621685147092506,-.1979632012832349,.137652420991132,-.2542179413191212,-.3386657352896714,-.6642800394321159,.6321697434204735,1.242657942573689,.545212839760415,-.1806592330670212,-.1007899746233847,-.2286432205190773,-.0725879264033195,1.992012562487198,-.7592359364958106,-.6468170308101704,.9597177846253939,-.6563633994103343,.7657580059669517,-1.145418320828021,-.4985816281251019,1.935159467982602,.9387090264052711,-1.462964047852303,-.7676855214600062,-.5616743676827851,2.378653554289412,-1.1624835,-1.4760261,-2.0331202
2219,Poroszlo,29953,.41435841,6953348,.1535217,.73578411,.029929001,.50452173,.48667821,2970,426497.41,666962,.18014321,663,.0003905,.42505309,.077717401,732.82159,0,1.0366639,.036007758,.22323233,Heves,10,96.620003,21.799999,.19013524,.1026253,550,0,-.9981851,-6.3117237,.038760465,2.6968453,7,.012439139,3,.0061309854,.1001084,2.7565973,5,.069164097,2,.011919953,.026300566,46.514374,.0024602425,.17117682,.00078954932,1.9459101,.012362408,.0063541792,.17496946,1.6094379,.066877127,-.1882669492541606,-.4435302960147073,-.6766104535409162,-1.983551298835393,.3401733473034371,.5937722743216898,1.950451412417663,.3158274547358073,.7049611047066025,-1.252704525238305,.3821596058570613,-1.304719753368005,-1.39014488446283,-.4412762955615427,-.8583020829183766,-.3991828120014432,-.5287763201527689,-1.279677510443126,.9857647702730248,-.6803974675851594,-.9554337447280981,1.234328007580142,-.1083107777850319,-.2711410514949595,-.0727865009696501,-.6950093604923955,.3627209274776915,-.3693163908344692,-.6739030700457547,-.4739545345918336,-.5047549669798098,-.1254451854771223,-.6795492398292876,-.6786310153272228,-.6665923653017887,-.4488787800096414,.2899580481504367,-.0610669982562826,-.3959600872521863,-.56921703,-.16007186,-.10384894
