metroreg,TIME_PERIOD,area,gdp,population,unemp,metroreg_d,iccs,Nr_Crimes,iccs_d
PL011M,2015,5133.0,9200.0,502580.0,16.8,Bialystok,ICCS050211,27,Theft of a motorized land vehicle
PL011M,2016,5133.0,9100.0,502624.0,15.6,Bialystok,ICCS050211,37,Theft of a motorized land vehicle
PL011M,2017,5133.0,9900.0,503465.0,10.9,Bialystok,ICCS050211,58,Theft of a motorized land vehicle
PL011M,2018,5133.0,10700.0,504413.0,7.3,Bialystok,ICCS0401,80,Robbery
PL011M,2018,5133.0,10700.0,504413.0,7.3,Bialystok,ICCS050211,36,Theft of a motorized land vehicle
PL011M,2019,5133.0,11500.0,505188.0,7.2,Bialystok,ICCS0401,77,Robbery
PL011M,2019,5133.0,11500.0,505188.0,7.2,Bialystok,ICCS050211,37,Theft of a motorized land vehicle
PL011M,2020,5133.0,11400.0,506170.0,,Bialystok,ICCS0401,83,Robbery
PL011M,2020,5133.0,11400.0,506170.0,,Bialystok,ICCS050211,34,Theft of a motorized land vehicle
PL012M,2013,5031.0,8100.0,,55.9,Kielce,ICCS0401,337,Robbery
PL012M,2013,5031.0,8100.0,,55.9,Kielce,ICCS050211,132,Theft of a motorized land vehicle
PL012M,2014,5031.0,8400.0,767327.0,50.2,Kielce,ICCS050211,100,Theft of a motorized land vehicle
PL012M,2015,5031.0,8800.0,764639.0,43.9,Kielce,ICCS050211,202,Theft of a motorized land vehicle
PL012M,2016,5031.0,8700.0,761361.0,32.3,Kielce,ICCS050211,84,Theft of a motorized land vehicle
PL012M,2017,5031.0,9500.0,759368.0,24.9,Kielce,ICCS050211,75,Theft of a motorized land vehicle
PL012M,2018,5031.0,10300.0,756740.0,20.5,Kielce,ICCS0401,111,Robbery
PL012M,2018,5031.0,10300.0,756740.0,20.5,Kielce,ICCS050211,67,Theft of a motorized land vehicle
PL012M,2019,5031.0,10700.0,753544.0,15.2,Kielce,ICCS0401,116,Robbery
PL012M,2019,5031.0,10700.0,753544.0,15.2,Kielce,ICCS050211,35,Theft of a motorized land vehicle
PL012M,2020,5031.0,10600.0,749532.0,15.9,Kielce,ICCS0401,95,Robbery
PL012M,2020,5031.0,10600.0,749532.0,15.9,Kielce,ICCS050211,56,Theft of a motorized land vehicle
PL014M,2013,10330.0,8300.0,,33.1,Olsztyn,ICCS0401,219,Robbery
PL014M,2013,10330.0,8300.0,,33.1,Olsztyn,ICCS050211,167,Theft of a motorized land vehicle
PL014M,2014,10330.0,8600.0,611612.0,27.0,Olsztyn,ICCS050211,169,Theft of a motorized land vehicle
PL014M,2015,10330.0,9000.0,610750.0,25.8,Olsztyn,ICCS050211,147,Theft of a motorized land vehicle
PL014M,2016,10330.0,8900.0,609367.0,21.7,Olsztyn,ICCS050211,140,Theft of a motorized land vehicle
PL014M,2017,10330.0,9500.0,608208.0,16.5,Olsztyn,ICCS050211,135,Theft of a motorized land vehicle
PL014M,2018,10330.0,10000.0,607588.0,12.1,Olsztyn,ICCS0401,74,Robbery
PL014M,2018,10330.0,10000.0,607588.0,12.1,Olsztyn,ICCS050211,106,Theft of a motorized land vehicle
PL014M,2019,10330.0,10700.0,606469.0,7.2,Olsztyn,ICCS0401,80,Robbery
PL014M,2019,10330.0,10700.0,606469.0,7.2,Olsztyn,ICCS050211,84,Theft of a motorized land vehicle
PL014M,2020,10330.0,10800.0,604667.0,,Olsztyn,ICCS0401,76,Robbery
PL014M,2020,10330.0,10800.0,604667.0,,Olsztyn,ICCS050211,78,Theft of a motorized land vehicle
PL015M,2013,3551.0,8900.0,,34.9,Rzeszów,ICCS0401,121,Robbery
PL015M,2013,3551.0,8900.0,,34.9,Rzeszów,ICCS050211,82,Theft of a motorized land vehicle
PL015M,2014,3551.0,9200.0,616737.0,32.2,Rzeszów,ICCS050211,72,Theft of a motorized land vehicle
PL015M,2015,3551.0,10000.0,619005.0,25.8,Rzeszów,ICCS050211,38,Theft of a motorized land vehicle
PL015M,2016,3551.0,9700.0,620792.0,22.0,Rzeszów,ICCS050211,40,Theft of a motorized land vehicle
PL015M,2017,3551.0,10500.0,623968.0,21.5,Rzeszów,ICCS050211,23,Theft of a motorized land vehicle
PL015M,2018,3551.0,11400.0,627508.0,17.4,Rzeszów,ICCS0401,25,Robbery
PL015M,2018,3551.0,11400.0,627508.0,17.4,Rzeszów,ICCS050211,30,Theft of a motorized land vehicle
PL015M,2019,3551.0,12300.0,631399.0,14.3,Rzeszów,ICCS0401,25,Robbery
PL015M,2019,3551.0,12300.0,631399.0,14.3,Rzeszów,ICCS050211,22,Theft of a motorized land vehicle
PL015M,2020,3551.0,11600.0,635067.0,12.8,Rzeszów,ICCS0401,33,Robbery
PL015M,2020,3551.0,11600.0,635067.0,12.8,Rzeszów,ICCS050211,18,Theft of a motorized land vehicle
PL016M,2013,5320.0,9200.0,,18.1,Opole,ICCS0401,145,Robbery
PL016M,2013,5320.0,9200.0,,18.1,Opole,ICCS050211,133,Theft of a motorized land vehicle
PL016M,2014,5320.0,9800.0,588637.0,15.8,Opole,ICCS050211,119,Theft of a motorized land vehicle
PL016M,2015,5320.0,10400.0,586847.0,14.0,Opole,ICCS050211,118,Theft of a motorized land vehicle
PL016M,2016,5320.0,10100.0,584911.0,11.1,Opole,ICCS050211,60,Theft of a motorized land vehicle
PL016M,2017,5320.0,11000.0,584460.0,10.3,Opole,ICCS050211,62,Theft of a motorized land vehicle
PL016M,2018,5320.0,11800.0,583805.0,7.9,Opole,ICCS0401,85,Robbery
PL016M,2018,5320.0,11800.0,583805.0,7.9,Opole,ICCS050211,52,Theft of a motorized land vehicle
PL016M,2019,5320.0,12600.0,582325.0,8.0,Opole,ICCS0401,52,Robbery
PL016M,2019,5320.0,12600.0,582325.0,8.0,Opole,ICCS050211,44,Theft of a motorized land vehicle
PL016M,2020,5320.0,12200.0,580505.0,,Opole,ICCS0401,48,Robbery
PL016M,2020,5320.0,12200.0,580505.0,,Opole,ICCS050211,42,Theft of a motorized land vehicle
PL024M,2013,3049.0,8500.0,,28.9,Czestochowa,ICCS0401,291,Robbery
PL024M,2013,3049.0,8500.0,,28.9,Czestochowa,ICCS050211,98,Theft of a motorized land vehicle
PL024M,2014,3049.0,8900.0,521108.0,26.3,Czestochowa,ICCS050211,83,Theft of a motorized land vehicle
PL024M,2015,3049.0,9500.0,519133.0,22.1,Czestochowa,ICCS050211,76,Theft of a motorized land vehicle
PL024M,2016,3049.0,9500.0,516593.0,19.4,Czestochowa,ICCS050211,88,Theft of a motorized land vehicle
PL024M,2017,3049.0,10500.0,514496.0,13.3,Czestochowa,ICCS050211,77,Theft of a motorized land vehicle
PL024M,2018,3049.0,11300.0,512128.0,11.4,Czestochowa,ICCS0401,89,Robbery
PL024M,2018,3049.0,11300.0,512128.0,11.4,Czestochowa,ICCS050211,59,Theft of a motorized land vehicle
PL024M,2019,3049.0,12200.0,510139.0,7.2,Czestochowa,ICCS0401,69,Robbery
PL024M,2019,3049.0,12200.0,510139.0,7.2,Czestochowa,ICCS050211,41,Theft of a motorized land vehicle
PL024M,2020,3049.0,12200.0,508002.0,,Czestochowa,ICCS0401,55,Robbery
PL024M,2020,3049.0,12200.0,508002.0,,Czestochowa,ICCS050211,36,Theft of a motorized land vehicle
PL025M,2013,5763.0,7000.0,,37.5,Radom,ICCS0401,214,Robbery
PL025M,2013,5763.0,7000.0,,37.5,Radom,ICCS050211,118,Theft of a motorized land vehicle
PL025M,2014,5763.0,7400.0,616188.0,33.8,Radom,ICCS050211,87,Theft of a motorized land vehicle
PL025M,2015,5763.0,7900.0,614024.0,33.4,Radom,ICCS050211,96,Theft of a motorized land vehicle
PL025M,2016,5763.0,7500.0,611777.0,26.4,Radom,ICCS050211,90,Theft of a motorized land vehicle
PL025M,2017,5763.0,8400.0,609946.0,20.1,Radom,ICCS050211,73,Theft of a motorized land vehicle
PL025M,2018,5763.0,8900.0,608477.0,14.8,Radom,ICCS0401,85,Robbery
PL025M,2018,5763.0,8900.0,608477.0,14.8,Radom,ICCS050211,54,Theft of a motorized land vehicle
PL025M,2019,5763.0,9700.0,605972.0,11.9,Radom,ICCS0401,72,Robbery
PL025M,2019,5763.0,9700.0,605972.0,11.9,Radom,ICCS050211,47,Theft of a motorized land vehicle
PL025M,2020,5763.0,9900.0,602883.0,13.0,Radom,ICCS0401,62,Robbery
PL025M,2020,5763.0,9900.0,602883.0,13.0,Radom,ICCS050211,42,Theft of a motorized land vehicle
PL506M,2013,2353.0,10000.0,,20.6,Bielsko-Biala,ICCS0401,452,Robbery
PL506M,2013,2353.0,10000.0,,20.6,Bielsko-Biala,ICCS050211,95,Theft of a motorized land vehicle
PL506M,2014,2353.0,10700.0,657701.0,19.9,Bielsko-Biala,ICCS050211,128,Theft of a motorized land vehicle
PL506M,2015,2353.0,11800.0,658402.0,15.4,Bielsko-Biala,ICCS050211,87,Theft of a motorized land vehicle
PL506M,2016,2353.0,11700.0,658613.0,11.2,Bielsko-Biala,ICCS050211,98,Theft of a motorized land vehicle
PL506M,2017,2353.0,12600.0,659211.0,6.3,Bielsko-Biala,ICCS050211,60,Theft of a motorized land vehicle
PL506M,2018,2353.0,13400.0,660324.0,,Bielsko-Biala,ICCS0401,93,Robbery
PL506M,2018,2353.0,13400.0,660324.0,,Bielsko-Biala,ICCS050211,53,Theft of a motorized land vehicle
PL506M,2019,2353.0,14200.0,661228.0,,Bielsko-Biala,ICCS0401,74,Robbery
PL506M,2019,2353.0,14200.0,661228.0,,Bielsko-Biala,ICCS050211,45,Theft of a motorized land vehicle
PL506M,2020,2353.0,13300.0,661494.0,,Bielsko-Biala,ICCS0401,58,Robbery
PL506M,2020,2353.0,13300.0,661494.0,,Bielsko-Biala,ICCS050211,52,Theft of a motorized land vehicle
PL514M,2013,2605.0,6700.0,,23.6,Tarnów,ICCS0401,120,Robbery
PL514M,2013,2605.0,6700.0,,23.6,Tarnów,ICCS050211,18,Theft of a motorized land vehicle
PL514M,2014,2605.0,6900.0,452658.0,22.6,Tarnów,ICCS050211,27,Theft of a motorized land vehicle
PL514M,2015,2605.0,7300.0,452901.0,17.9,Tarnów,ICCS050211,21,Theft of a motorized land vehicle
PL514M,2016,2605.0,7100.0,452637.0,14.6,Tarnów,ICCS050211,12,Theft of a motorized land vehicle
PL514M,2017,2605.0,7800.0,452730.0,11.5,Tarnów,ICCS050211,11,Theft of a motorized land vehicle
PL514M,2018,2605.0,8300.0,452857.0,9.2,Tarnów,ICCS0401,51,Robbery
PL514M,2018,2605.0,8300.0,452857.0,9.2,Tarnów,ICCS050211,14,Theft of a motorized land vehicle
PL514M,2019,2605.0,8700.0,452713.0,10.0,Tarnów,ICCS0401,33,Robbery
PL514M,2019,2605.0,8700.0,452713.0,10.0,Tarnów,ICCS050211,8,Theft of a motorized land vehicle
PL514M,2020,2605.0,8700.0,451673.0,,Tarnów,ICCS0401,22,Robbery
PL514M,2020,2605.0,8700.0,451673.0,,Tarnów,ICCS050211,7,Theft of a motorized land vehicle
PL_NM,2013,228772.0,7700.0,,969.6,Non-metropolitan regions in Poland,ICCS0401,6907,Robbery
PL_NM,2013,228772.0,7700.0,,969.6,Non-metropolitan regions in Poland,ICCS050211,4003,Theft of a motorized land vehicle
PL_NM,2014,228772.0,8100.0,19502310.0,860.7,Non-metropolitan regions in Poland,ICCS050211,4064,Theft of a motorized land vehicle
PL_NM,2015,228772.0,8500.0,19466864.0,717.5,Non-metropolitan regions in Poland,ICCS050211,3481,Theft of a motorized land vehicle
PL_NM,2016,228772.0,8400.0,19415384.0,606.6,Non-metropolitan regions in Poland,ICCS050211,3206,Theft of a motorized land vehicle
PL_NM,2017,228772.0,9200.0,19386657.0,478.9,Non-metropolitan regions in Poland,ICCS050211,2662,Theft of a motorized land vehicle
PL_NM,2018,232593.0,9800.0,19355747.0,369.6,Non-metropolitan regions in Poland,ICCS0401,2026,Robbery
PL_NM,2018,232593.0,9800.0,19355747.0,369.6,Non-metropolitan regions in Poland,ICCS050211,2426,Theft of a motorized land vehicle
PL_NM,2019,232593.0,10400.0,19309167.0,309.1,Non-metropolitan regions in Poland,ICCS0401,2031,Robbery
PL_NM,2019,232593.0,10400.0,19309167.0,309.1,Non-metropolitan regions in Poland,ICCS050211,2271,Theft of a motorized land vehicle
PL_NM,2020,232593.0,10400.0,19248623.0,282.5,Non-metropolitan regions in Poland,ICCS0401,1916,Robbery
PL_NM,2020,232593.0,10400.0,19248623.0,282.5,Non-metropolitan regions in Poland,ICCS050211,2688,Theft of a motorized land vehicle
PT,2013,92226.0,16300.0,,855.2,Portugal,ICCS0101,144,Intentional homicide
PT,2013,92226.0,16300.0,,855.2,Portugal,ICCS0401,16590,Robbery
PT,2013,92226.0,16300.0,,855.2,Portugal,ICCS05012,22206,Burglary of private residential premises
PT,2013,92226.0,16300.0,,855.2,Portugal,ICCS050211,14799,Theft of a motorized land vehicle
PT,2014,92226.0,16600.0,10427301.0,726.0,Portugal,ICCS0101,92,Intentional homicide
PT,2014,92226.0,16600.0,10427301.0,726.0,Portugal,ICCS0401,15594,Robbery
PT,2014,92226.0,16600.0,10427301.0,726.0,Portugal,ICCS05012,19312,Burglary of private residential premises
PT,2014,92226.0,16600.0,10427301.0,726.0,Portugal,ICCS050211,13723,Theft of a motorized land vehicle
PT,2015,92226.0,17400.0,10374822.0,646.5,Portugal,ICCS0101,100,Intentional homicide
PT,2015,92226.0,17400.0,10374822.0,646.5,Portugal,ICCS0401,15472,Robbery
PT,2015,92226.0,17400.0,10374822.0,646.5,Portugal,ICCS05012,16186,Burglary of private residential premises
PT,2015,92226.0,17400.0,10374822.0,646.5,Portugal,ICCS050211,12017,Theft of a motorized land vehicle
PT,2016,92226.0,18100.0,10341330.0,573.0,Portugal,ICCS0101,66,Intentional homicide
PT,2016,92226.0,18100.0,10341330.0,573.0,Portugal,ICCS0401,13313,Robbery
PT,2016,92226.0,18100.0,10341330.0,573.0,Portugal,ICCS05012,14369,Burglary of private residential premises
PT,2016,92226.0,18100.0,10341330.0,573.0,Portugal,ICCS050211,11531,Theft of a motorized land vehicle
PT,2017,92226.0,19000.0,10309573.0,462.8,Portugal,ICCS0101,76,Intentional homicide
PT,2017,92226.0,19000.0,10309573.0,462.8,Portugal,ICCS0401,11885,Robbery
PT,2017,92226.0,19000.0,10309573.0,462.8,Portugal,ICCS05012,12300,Burglary of private residential premises
PT,2017,92226.0,19000.0,10309573.0,462.8,Portugal,ICCS050211,10254,Theft of a motorized land vehicle
PT,2018,92227.0,20000.0,10291027.0,365.9,Portugal,ICCS0101,81,Intentional homicide
PT,2018,92227.0,20000.0,10291027.0,365.9,Portugal,ICCS0401,10545,Robbery
PT,2018,92227.0,20000.0,10291027.0,365.9,Portugal,ICCS05012,12161,Burglary of private residential premises
PT,2018,92227.0,20000.0,10291027.0,365.9,Portugal,ICCS050211,9864,Theft of a motorized land vehicle
PT,2019,92227.0,20800.0,10276617.0,339.5,Portugal,ICCS0101,73,Intentional homicide
PT,2019,92227.0,20800.0,10276617.0,339.5,Portugal,ICCS0401,10926,Robbery
PT,2019,92227.0,20800.0,10276617.0,339.5,Portugal,ICCS05012,10961,Burglary of private residential premises
PT,2019,92227.0,20800.0,10276617.0,339.5,Portugal,ICCS050211,9376,Theft of a motorized land vehicle
PT,2020,92227.0,19500.0,10295909.0,350.9,Portugal,ICCS0101,81,Intentional homicide
PT,2020,92227.0,19500.0,10295909.0,350.9,Portugal,ICCS0401,8976,Robbery
PT,2020,92227.0,19500.0,10295909.0,350.9,Portugal,ICCS05012,9168,Burglary of private residential premises
PT,2020,92227.0,19500.0,10295909.0,350.9,Portugal,ICCS050211,8684,Theft of a motorized land vehicle
PT001MC,2008,2940.1,24300.0,,,Lisboa,ICCS0101,33,Intentional homicide
PT001MC,2008,2940.1,24300.0,,,Lisboa,ICCS05012,9578,Burglary of private residential premises
PT001MC,2008,2940.1,24300.0,,,Lisboa,ICCS050211,9571,Theft of a motorized land vehicle
PT001MC,2009,3001.1,23700.0,,,Lisboa,ICCS0101,38,Intentional homicide
PT001MC,2009,3001.1,23700.0,,,Lisboa,ICCS05012,6147,Burglary of private residential premises
PT001MC,2009,3001.1,23700.0,,,Lisboa,ICCS050211,7416,Theft of a motorized land vehicle
PT001MC,2010,3001.9,24100.0,,,Lisboa,ICCS0101,44,Intentional homicide
PT001MC,2010,3001.9,24100.0,,,Lisboa,ICCS0401,12504,Robbery
PT001MC,2010,3001.9,24100.0,,,Lisboa,ICCS05012,5872,Burglary of private residential premises
PT001MC,2010,3001.9,24100.0,,,Lisboa,ICCS050211,6588,Theft of a motorized land vehicle
PT001MC,2011,3001.9,23500.0,,,Lisboa,ICCS0101,39,Intentional homicide
PT001MC,2011,3001.9,23500.0,,,Lisboa,ICCS0401,12527,Robbery
PT001MC,2011,3001.9,23500.0,,,Lisboa,ICCS05012,6792,Burglary of private residential premises
PT001MC,2011,3001.9,23500.0,,,Lisboa,ICCS050211,6685,Theft of a motorized land vehicle
PT001MC,2012,3002.0,22200.0,,,Lisboa,ICCS0101,42,Intentional homicide
PT001MC,2012,3002.0,22200.0,,,Lisboa,ICCS0401,10610,Robbery
PT001MC,2012,3002.0,22200.0,,,Lisboa,ICCS05012,7056,Burglary of private residential premises
PT001MC,2012,3002.0,22200.0,,,Lisboa,ICCS050211,5570,Theft of a motorized land vehicle
PT001MC,2013,3015.0,22400.0,,256.4,Lisboa,ICCS0101,39,Intentional homicide
PT001MC,2013,3015.0,22400.0,,256.4,Lisboa,ICCS0401,9880,Robbery
PT001MC,2013,3015.0,22400.0,,256.4,Lisboa,ICCS05012,5731,Burglary of private residential premises
PT001MC,2013,3015.0,22400.0,,256.4,Lisboa,ICCS050211,5291,Theft of a motorized land vehicle
PT001MC,2014,3015.0,22500.0,2807525.0,205.9,Lisboa,ICCS0101,33,Intentional homicide
PT001MC,2014,3015.0,22500.0,2807525.0,205.9,Lisboa,ICCS0401,9342,Robbery
PT001MC,2014,3015.0,22500.0,2807525.0,205.9,Lisboa,ICCS05012,5114,Burglary of private residential premises
PT001MC,2014,3015.0,22500.0,2807525.0,205.9,Lisboa,ICCS050211,4760,Theft of a motorized land vehicle
PT001MC,2015,3015.0,23100.0,2809168.0,181.0,Lisboa,ICCS0101,37,Intentional homicide
PT001MC,2015,3015.0,23100.0,2809168.0,181.0,Lisboa,ICCS0401,9126,Robbery
PT001MC,2015,3015.0,23100.0,2809168.0,181.0,Lisboa,ICCS05012,4104,Burglary of private residential premises
PT001MC,2015,3015.0,23100.0,2809168.0,181.0,Lisboa,ICCS050211,3820,Theft of a motorized land vehicle
PT001MC,2016,3015.0,23800.0,2812678.0,166.3,Lisboa,ICCS0101,16,Intentional homicide
PT001MC,2016,3015.0,23800.0,2812678.0,166.3,Lisboa,ICCS0401,8142,Robbery
PT001MC,2016,3015.0,23800.0,2812678.0,166.3,Lisboa,ICCS05012,3572,Burglary of private residential premises
PT001MC,2016,3015.0,23800.0,2812678.0,166.3,Lisboa,ICCS050211,3569,Theft of a motorized land vehicle
PT001MC,2017,3015.0,24900.0,2821349.0,132.9,Lisboa,ICCS0101,25,Intentional homicide
PT001MC,2017,3015.0,24900.0,2821349.0,132.9,Lisboa,ICCS0401,7167,Robbery
PT001MC,2017,3015.0,24900.0,2821349.0,132.9,Lisboa,ICCS05012,2824,Burglary of private residential premises
PT001MC,2017,3015.0,24900.0,2821349.0,132.9,Lisboa,ICCS050211,3313,Theft of a motorized land vehicle
PT001MC,2018,3015.0,25900.0,2833679.0,105.0,Lisboa,ICCS0101,29,Intentional homicide
PT001MC,2018,3015.0,25900.0,2833679.0,105.0,Lisboa,ICCS0401,6006,Robbery
PT001MC,2018,3015.0,25900.0,2833679.0,105.0,Lisboa,ICCS05012,3137,Burglary of private residential premises
PT001MC,2018,3015.0,25900.0,2833679.0,105.0,Lisboa,ICCS050211,2944,Theft of a motorized land vehicle
PT001MC,2019,3015.0,27100.0,2846332.0,101.8,Lisboa,ICCS0101,20,Intentional homicide
PT001MC,2019,3015.0,27100.0,2846332.0,101.8,Lisboa,ICCS0401,6259,Robbery
PT001MC,2019,3015.0,27100.0,2846332.0,101.8,Lisboa,ICCS05012,3003,Burglary of private residential premises
PT001MC,2019,3015.0,27100.0,2846332.0,101.8,Lisboa,ICCS050211,3152,Theft of a motorized land vehicle
PT001MC,2020,3015.0,25000.0,2863272.0,107.4,Lisboa,ICCS0101,27,Intentional homicide
PT001MC,2020,3015.0,25000.0,2863272.0,107.4,Lisboa,ICCS0401,5130,Robbery
PT001MC,2020,3015.0,25000.0,2863272.0,107.4,Lisboa,ICCS05012,2233,Burglary of private residential premises
PT001MC,2020,3015.0,25000.0,2863272.0,107.4,Lisboa,ICCS050211,2732,Theft of a motorized land vehicle
PT002M,2008,2039.9,16000.0,,,Porto,ICCS0101,9,Intentional homicide
PT002M,2008,2039.9,16000.0,,,Porto,ICCS05012,4766,Burglary of private residential premises
PT002M,2008,2039.9,16000.0,,,Porto,ICCS050211,5035,Theft of a motorized land vehicle
PT002M,2009,2039.9,15300.0,,,Porto,ICCS0101,11,Intentional homicide
PT002M,2009,2039.9,15300.0,,,Porto,ICCS05012,3900,Burglary of private residential premises
PT002M,2009,2039.9,15300.0,,,Porto,ICCS050211,4983,Theft of a motorized land vehicle
PT002M,2010,2041.3,15800.0,,,Porto,ICCS0101,6,Intentional homicide
PT002M,2010,2041.3,15800.0,,,Porto,ICCS0401,3047,Robbery
PT002M,2010,2041.3,15800.0,,,Porto,ICCS05012,4033,Burglary of private residential premises
PT002M,2010,2041.3,15800.0,,,Porto,ICCS050211,4295,Theft of a motorized land vehicle
PT002M,2011,2041.3,15500.0,,,Porto,ICCS0101,3,Intentional homicide
PT002M,2011,2041.3,15500.0,,,Porto,ICCS0401,2911,Robbery
PT002M,2011,2041.3,15500.0,,,Porto,ICCS05012,4355,Burglary of private residential premises
PT002M,2011,2041.3,15500.0,,,Porto,ICCS050211,4206,Theft of a motorized land vehicle
PT002M,2012,2041.3,15000.0,,,Porto,ICCS0101,15,Intentional homicide
PT002M,2012,2041.3,15000.0,,,Porto,ICCS0401,2959,Robbery
PT002M,2012,2041.3,15000.0,,,Porto,ICCS05012,3678,Burglary of private residential premises
PT002M,2012,2041.3,15000.0,,,Porto,ICCS050211,3438,Theft of a motorized land vehicle
PT002M,2013,2041.0,15200.0,,175.9,Porto,ICCS0101,9,Intentional homicide
PT002M,2013,2041.0,15200.0,,175.9,Porto,ICCS0401,2491,Robbery
PT002M,2013,2041.0,15200.0,,175.9,Porto,ICCS05012,3506,Burglary of private residential premises
PT002M,2013,2041.0,15200.0,,175.9,Porto,ICCS050211,3460,Theft of a motorized land vehicle
PT002M,2014,2041.0,15700.0,1740983.0,151.0,Porto,ICCS0101,11,Intentional homicide
PT002M,2014,2041.0,15700.0,1740983.0,151.0,Porto,ICCS0401,2585,Robbery
PT002M,2014,2041.0,15700.0,1740983.0,151.0,Porto,ICCS05012,3148,Burglary of private residential premises
PT002M,2014,2041.0,15700.0,1740983.0,151.0,Porto,ICCS050211,3213,Theft of a motorized land vehicle
PT002M,2015,2041.0,16500.0,1731354.0,136.9,Porto,ICCS0101,11,Intentional homicide
PT002M,2015,2041.0,16500.0,1731354.0,136.9,Porto,ICCS0401,2875,Robbery
PT002M,2015,2041.0,16500.0,1731354.0,136.9,Porto,ICCS05012,2802,Burglary of private residential premises
PT002M,2015,2041.0,16500.0,1731354.0,136.9,Porto,ICCS050211,3192,Theft of a motorized land vehicle
PT002M,2016,2041.0,17200.0,1723618.0,118.9,Porto,ICCS0101,9,Intentional homicide
PT002M,2016,2041.0,17200.0,1723618.0,118.9,Porto,ICCS0401,2062,Robbery
PT002M,2016,2041.0,17200.0,1723618.0,118.9,Porto,ICCS05012,2275,Burglary of private residential premises
PT002M,2016,2041.0,17200.0,1723618.0,118.9,Porto,ICCS050211,3257,Theft of a motorized land vehicle
PT002M,2017,2041.0,18200.0,1719021.0,96.9,Porto,ICCS0101,5,Intentional homicide
PT002M,2017,2041.0,18200.0,1719021.0,96.9,Porto,ICCS0401,1880,Robbery
PT002M,2017,2041.0,18200.0,1719021.0,96.9,Porto,ICCS05012,2147,Burglary of private residential premises
PT002M,2017,2041.0,18200.0,1719021.0,96.9,Porto,ICCS050211,2987,Theft of a motorized land vehicle
PT002M,2018,2041.0,19200.0,1719702.0,70.5,Porto,ICCS0101,8,Intentional homicide
PT002M,2018,2041.0,19200.0,1719702.0,70.5,Porto,ICCS0401,1766,Robbery
PT002M,2018,2041.0,19200.0,1719702.0,70.5,Porto,ICCS05012,1987,Burglary of private residential premises
PT002M,2018,2041.0,19200.0,1719702.0,70.5,Porto,ICCS050211,3113,Theft of a motorized land vehicle
PT002M,2019,2041.0,20000.0,1722374.0,63.3,Porto,ICCS0101,7,Intentional homicide
PT002M,2019,2041.0,20000.0,1722374.0,63.3,Porto,ICCS0401,1814,Robbery
PT002M,2019,2041.0,20000.0,1722374.0,63.3,Porto,ICCS05012,1731,Burglary of private residential premises
PT002M,2019,2041.0,20000.0,1722374.0,63.3,Porto,ICCS050211,2983,Theft of a motorized land vehicle
PT002M,2020,2041.0,18800.0,1728226.0,65.6,Porto,ICCS0101,9,Intentional homicide
PT002M,2020,2041.0,18800.0,1728226.0,65.6,Porto,ICCS0401,1478,Robbery
PT002M,2020,2041.0,18800.0,1728226.0,65.6,Porto,ICCS05012,1577,Burglary of private residential premises
PT002M,2020,2041.0,18800.0,1728226.0,65.6,Porto,ICCS050211,2661,Theft of a motorized land vehicle
PT005M,2008,4335.6,15000.0,,,Coimbra,ICCS0101,3,Intentional homicide
PT005M,2008,4335.6,15000.0,,,Coimbra,ICCS05012,995,Burglary of private residential premises
PT005M,2008,4335.6,15000.0,,,Coimbra,ICCS050211,1125,Theft of a motorized land vehicle
PT005M,2009,4335.6,15000.0,,,Coimbra,ICCS0101,0,Intentional homicide
PT005M,2009,4335.6,15000.0,,,Coimbra,ICCS05012,750,Burglary of private residential premises
PT005M,2009,4335.6,15000.0,,,Coimbra,ICCS050211,1038,Theft of a motorized land vehicle
PT005M,2010,4335.6,15500.0,,,Coimbra,ICCS0101,2,Intentional homicide
PT005M,2010,4335.6,15500.0,,,Coimbra,ICCS0401,327,Robbery
PT005M,2010,4335.6,15500.0,,,Coimbra,ICCS05012,1053,Burglary of private residential premises
PT005M,2010,4335.6,15500.0,,,Coimbra,ICCS050211,1055,Theft of a motorized land vehicle
PT005M,2011,4335.6,15300.0,,,Coimbra,ICCS0101,3,Intentional homicide
PT005M,2011,4335.6,15300.0,,,Coimbra,ICCS0401,363,Robbery
PT005M,2011,4335.6,15300.0,,,Coimbra,ICCS05012,1025,Burglary of private residential premises
PT005M,2011,4335.6,15300.0,,,Coimbra,ICCS050211,895,Theft of a motorized land vehicle
PT005M,2012,4335.6,14600.0,,,Coimbra,ICCS0101,4,Intentional homicide
PT005M,2012,4335.6,14600.0,,,Coimbra,ICCS0401,429,Robbery
PT005M,2012,4335.6,14600.0,,,Coimbra,ICCS05012,1045,Burglary of private residential premises
PT005M,2012,4335.6,14600.0,,,Coimbra,ICCS050211,801,Theft of a motorized land vehicle
PT005M,2013,4336.0,14800.0,,24.4,Coimbra,ICCS0101,7,Intentional homicide
PT005M,2013,4336.0,14800.0,,24.4,Coimbra,ICCS0401,432,Robbery
PT005M,2013,4336.0,14800.0,,24.4,Coimbra,ICCS05012,850,Burglary of private residential premises
PT005M,2013,4336.0,14800.0,,24.4,Coimbra,ICCS050211,640,Theft of a motorized land vehicle
PT005M,2014,4336.0,15000.0,447936.0,24.6,Coimbra,ICCS0101,0,Intentional homicide
PT005M,2014,4336.0,15000.0,447936.0,24.6,Coimbra,ICCS0401,279,Robbery
