DATAFLOW,LAST UPDATE,freq,unit,ipc,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,LU001MC:Luxembourg,2009,2.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,LU001MC:Luxembourg,2010,3.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,LU001MC:Luxembourg,2011,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,LU001MC:Luxembourg,2012,1.5,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,LV001MC:Riga,2012,2,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,MT001MC:Valletta,2002,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,MT001MC:Valletta,2008,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,MT001MC:Valletta,2009,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1978,1.4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1979,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1980,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1981,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1982,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1983,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1984,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1985,2.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1986,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1988,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1989,4.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1990,8.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1991,9.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1992,6.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1993,6.23,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1994,19.02,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1995,19.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1996,14.02,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1997,20.9,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1998,8.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,1999,2.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2000,8.48,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2001,7.71,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2002,18.04,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2003,8.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2004,2.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2005,16.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2006,15,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2007,17.05,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2008,25.35,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2009,34.3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2010,9.4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2011,13.77,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL001M:s' Gravenhage,2012,7.62,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL002MC_10:Amsterdam (NUTS 2010),2000,15.02,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL002MC_10:Amsterdam (NUTS 2010),2001,19.63,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL002MC_10:Amsterdam (NUTS 2010),2010,19.74,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1981,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1982,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1989,1.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1990,2.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1991,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1993,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1994,4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1995,7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1997,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1998,2.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,1999,3.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2000,4.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2001,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2002,7.28,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2003,3.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2004,5.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2005,10.37,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2006,6.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2007,12.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2008,10.37,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2009,6.07,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2010,8.15,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2011,7.15,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL003M:Rotterdam,2012,2,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1980,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1982,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1983,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1984,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1985,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1988,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1989,1.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1990,5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1991,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1992,6.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1993,8.01,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1994,5.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1995,10.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1996,11.85,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1997,15.74,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1998,12.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,1999,7.45,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2000,19.43,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2001,12.8,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2002,12.77,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2003,19.1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2004,14.89,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2005,11.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2006,17.32,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2007,5.95,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2008,4.89,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2009,4.53,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2010,7.57,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2011,2.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL004M:Utrecht,2012,5.03,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1978,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1979,18,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1980,19.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1981,35.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1982,63.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1983,65.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1984,54.68,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1985,72.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1986,102.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1987,103.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1988,114.03,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1989,98.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1990,82,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1991,94.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1992,114.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1993,117.32,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1994,122.77,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1995,163.73,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1996,232.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1997,274.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1998,371.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,1999,476.92,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2000,652.02,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2001,902.44,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2002,547.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2003,324.78,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2004,307.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2005,229.72,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2006,181.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2007,139.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2008,147.01,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2009,174.47,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2010,108.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2011,132.53,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL005M:Eindhoven,2012,82.57,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1982,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1992,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1993,3.07,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1997,5.81,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,1999,0.6,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2000,2.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2001,5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2002,7.18,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2003,5.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2004,7.63,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2005,12,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2006,5.45,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2007,11.48,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2008,6.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2009,10.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2010,6.23,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2011,10,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL006M:Tilburg,2012,7.21,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL007M_10:Groningen (NUTS 2010),2001,4.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL007M_10:Groningen (NUTS 2010),2003,2.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1978,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1979,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1980,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1983,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1985,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1986,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1990,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1992,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1993,4.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1994,5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1995,6.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1996,7.07,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1997,12.81,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1998,4.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,1999,4.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2000,5.79,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2001,11.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2002,7.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2003,4.45,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2004,6.4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CTE:Communication technology,NL008M:Enschede,2005,3.83,
